canddt_name_2019,canddt_sex_2019,canddt_age_2019,canddt_category_2019
Sandesh Bhioram Bhalekar,M,68,SC
Sandesh Ramchandra Chavan,M,44,GEN
SANDHYA RAY,F,45,SC
SANDHYA.P.S.,F,40,GEN
SANDI REDDY GOPAL REDDY,M,56,GEN
Sandip Abhimanyu Valvi,M,42,ST
Sandip Bhau Nikhate,M,35,SC
Sandip Janaradhan Kharat,M,39,SC
Sandip Kumar Singh,M,41,GEN
SANDIP LAXMAN SAKAT,M,38,SC
Sandip Pandurang Parte,M,51,GEN
SANDIP SARKAR,M,53,SC
SANDIP VASANTH LAD,M,35,GEN
Sandip Vitthal Pol,M,46,GEN
Sanem Raju Goud,M,37,GEN
SANGAM LAL GUPTA,M,48,GEN
Sangeeta Azad,F,44,SC
SANGEETA DEVI,F,44,GEN
Sangeeta Kumari Singh Deo,F,57,GEN
SANGHANI MUSTAKBHAI JAMALBHAI,M,52,GEN
SANGISETTI SRINIVASA RAO,M,50,GEN
SANGITA KALYANRAO NIRMAL,F,42,GEN
SANGRAM ARUNKAKA JAGTAP,M,34,GEN
Sangram Kumar Sada,M,37,SC
Sangramsinh Jaysingrao Gaikwad,M,61,GEN
Saniara Parbin,F,29,GEN
SANIYA ORAON,M,49,ST
Sanjay Baba Bansode,M,42,GEN
Sanjay Baburao Jadhav,M,47,SC
SANJAY BALAAN,M,38,GEN
SANJAY BALMIKI,M,35,SC
Sanjay Bharatiya,M,50,SC
Sanjay Bhartia,M,31,GEN
Sanjay Bhatia,M,51,GEN
Sanjay Chandrabahadur Singh (Kunwar),M,46,GEN
SANJAY DAGDU SAWANT,M,25,GEN
SANJAY GANAPAT WAGH,M,28,ST
Sanjay Garg,M,54,GEN
Sanjay Ghanshyam Agrawal,M,49,GEN
SANJAY GOYAL,M,46,GEN
"SANJAY GUPTA ""MAHAJAN""",M,46,GEN
SANJAY HEDAOO,M,54,GEN
Sanjay Kapoor,M,56,GEN
SANJAY KESARI,M,44,GEN
SANJAY KUMAR,M,31,SC
Sanjay Kumar,M,47,SC
SANJAY KUMAR,M,46,SC
SANJAY KUMAR,M,48,SC
Sanjay Kumar Bharti,M,50,SC
SANJAY KUMAR CHAUHAN,M,44,GEN
SANJAY KUMAR DHAR,M,51,GEN
SANJAY KUMAR PATEL,M,39,GEN
SANJAY KUMAR SAHU,M,43,GEN
SANJAY KUMAR SHUKLA,M,39,GEN
Sanjay Laxman Padwal,M,50,GEN
SANJAY LAXMAN SUKHDAN,M,39,SC
Sanjay Laxman Tambda,M,43,ST
SANJAY MAURYA,M,45,GEN
SANJAY MESHACK,M,49,GEN
Sanjay Nirupam,M,54,GEN
SANJAY ORAON,M,41,ST
SANJAY PASWAN,M,45,GEN
SANJAY PASWAN,M,34,GEN
Sanjay Prajapatee,M,33,GEN
Sanjay Rama Kohkera,M,32,ST
Sanjay Sadashivrao Mandlik,M,54,GEN
Sanjay Sardar,M,40,SC
SANJAY SETH,M,60,GEN
Sanjay Shinde,M,38,GEN
SANJAY SHIVAPPA KAMBLE,M,39,SC
Sanjay Singh Chauhan,M,43,GEN
Sanjay Singh Rana,M,38,GEN
Sanjay Sukhdev Ghodke,M,48,SC
Sanjay Vishwanath Sakpal,M,48,SC
SANJAYA KUMAR SAHOO,M,34,GEN
Sanjaykaka Patil,M,54,GEN
Sanjaymama Vitthalrao Shinde,M,50,GEN
Sanjeet Kumar,M,38,GEN
Sanjeet Kumar Choudhary,M,41,GEN
SANJEEV KUMAR,M,44,SC
SANJEEV KUMAR,M,37,SC
Sanjeev Kumar Balyan,M,46,GEN
Sanjeev Kumar Mahato,M,39,GEN
Sanjeev Kumar Mishra,M,41,GEN
SANJEEV KUMAR PANDRAM,M,51,ST
SANJEEVA RAO NAKIRIKANTI,M,49,SC
SANJEEVA REDDY GADDAM,M,62,GEN
SANJIT KHAN,M,39,SC
SANJIV KUMAR KUNAL,M,25,GEN
Sanju Kumar Yadav,M,35,GEN
SANJU SHARMA,F,34,GEN
SANKAR DEB MONDAL,M,64,SC
Sankar Malakar,M,65,SC
Sankar Mondal,M,36,GEN
Sankar Prasad Datta,M,62,GEN
Sankar Sahu,M,43,GEN
"SANKARALINGAM, M.",M,39,GEN
"SANKARANARAYANAN, N.",M,34,GEN
Sankenapalli Devadas,M,40,SC
Sannapureddy Suresh Reddy,M,58,GEN
SANOJ KUMAR CHAUHAN,M,40,GEN
SANT DHARAMVEER CHOTIWALA,M,47,GEN
SANT KUMAR SHARMA,M,40,GEN
Sant Shri Baba Mahahansaji Maharaj Patil ,M,43,GEN
Santanu Mukherjee,M,44,GEN
Santanu Roy,M,46,GEN
SANTHA LINGAREDDY,M,36,GEN
Santhakumar. N,M,40,GEN
SANTHAPAN HASDAK,M,43,ST
SANTHOSH KUMAR,M,50,GEN
Santhosh M.,M,33,GEN
SANTHOSH MANDYA GOWDA,M,34,GEN
SANTHOSH MIN.B,M,43,GEN
SANTHOSH THURAVOOR,M,46,SC
SANTLAL,M,35,GEN
SANTOKH SINGH (SUKH),M,44,GEN
Santokh Singh Chaudhary,M,72,SC
SANTOLKUMAR MAHIJIBHAI PATEL (BAKABHAI),M,40,GEN
Santosh,M,39,GEN
SANTOSH,M,37,GEN
SANTOSH,M,34,GEN
Santosh Balasaheb Bichukale,M,33,GEN
SANTOSH BANJARE,M,40,SC
Santosh Bhikaji Bhalerao,M,41,SC
SANTOSH GOVIND RATHOD,M,35,GEN
SANTOSH KAUSHAL,M,47,GEN
SANTOSH KUMAR,M,43,GEN
SANTOSH KUMAR,M,32,GEN
SANTOSH KUMAR,M,39,GEN
Santosh Kumar Das,M,36,GEN
SANTOSH KUMAR GANGWAR,M,70,GEN
SANTOSH KUMAR PATRA,M,43,SC
SANTOSH KUMAR SINHA,M,43,GEN
Santosh Kumar Yadav,M,46,GEN
SANTOSH KUMAR YADAV,M,38,GEN
Santosh Kumari,F,40,SC
Santosh Maroti Boinwad,M,37,GEN
Santosh Nandur,M,40,GEN
SANTOSH PANDEY,M,51,GEN
SANTOSH RATHOD,M,41,SC
SANTOSH RAV,M,39,GEN
SANTOSH S. SOLANKI,M,30,SC
Santosh Sahu,M,29,GEN
Santosh Shrivastav,M,37,GEN
SANTOSH YADAV,M,45,GEN
Santosh Yadu,M,29,GEN
SANTOSHINI KARNA,F,45,GEN
Sanu N.K,M,31,SC
SANUJA. U,F,35,GEN
Sanyasi Raju Pakalapati,M,60,GEN
Sapa Rafikbhai Sulemanbhai,M,51,GEN
SAPARIYA VIJAYKUMAR MANSUKHBHAI,M,38,GEN
Sapkal Lilabai Dharma,F,55,SC
SAPRA VIPUL R.,M,33,GEN
SAPTAGIRI SANKAR ULAKA,M,40,ST
Sarabandi Raju Sikhinam,M,35,SC
SARABJEET SINGH SOHAL,M,67,GEN
SARABJIT SINGH,M,44,SC
Saraswathi K,F,57,SC
SARAT PATTANAYAK,M,62,GEN
SARAVANAKUMAR A,M,43,GEN
SARAVANAN M,M,41,SC
"SARAVANAN, G.",M,43,SC
SARAVANAN. S.,M,45,GEN
SARAVANAN.K,M,37,SC
SARAVANAN.K.R.S,M,44,GEN
SARAVANAVEL R,M,53,GEN
SARDAR KHAN (PAPPU),M,57,GEN
SARDARKHAN MALEK,M,46,GEN
SARFARAJ AHMAD,M,31,GEN
SARFARAZ ALAM,M,50,GEN
Sarfaraz Khan,M,43,GEN
Sarita Anand,F,38,GEN
Saritha S. Nair,F,40,GEN
SARJOOLAL,M,69,SC
SARMISTHA SETHI,F,45,SC
Saroj,F,38,SC
Saroj Kumar Chaudhary,M,42,GEN
SAROJ KUMAR PANDA,M,48,GEN
SAROJ KUMAR SATPATHY,M,47,GEN
SAROJ PRAJAPAT,F,41,GEN
SARTAJ KHAN,M,46,GEN
Sarubala. R. Thondaiman,F,60,GEN
SARVESH KUMAR,M,29,SC
SARVESH N.M.,M,32,SC
Sasikumar A,M,42,GEN
SASIKUMAR.S.,M,36,GEN
SASMITA DAS,F,41,SC
SATABDI ROY,F,49,GEN
Satadal Metya,M,31,GEN
Satbir,M,44,SC
SATDEV JAIN,M,53,GEN
Satendra Kumar Panda,M,65,GEN
Sathees Kumar R,M,40,GEN
SATHEESH KUMAR,M,38,GEN
SATHEESH KUMAR .T.N,M,39,SC
SATHEESH SHENOI,M,37,GEN
SATHI VEERALAKSHMI,F,38,GEN
Sathish Kumar G,M,30,GEN
Sathishkumar A,M,32,GEN
Sathishkumar S,M,28,GEN
SATHYA B,F,41,GEN
SATINDER RATHI,M,52,GEN
SATISH,M,47,SC
Satish Bahadur,M,48,SC
SATISH BHARDWAJ,M,37,GEN
SATISH CHANDRA JHA,M,51,GEN
SATISH CHANDRA SHARMA,M,48,GEN
SATISH KUMAR,M,51,GEN
SATISH KUMAR,M,47,GEN
SATISH KUMAR,M,60,GEN
SATISH KUMAR GAUTAM,M,46,GEN
Satish Kumar Mishra,M,37,GEN
SATISH KUMAR PRAJAPATI,M,48,GEN
Satish Kumar Shukla,M,56,GEN
SATISH PARMAR,M,45,SC
Satish Poonchi,M,70,GEN
SATISH RAJ DESWAL,M,50,GEN
SATISH SINGAL,M,59,GEN
SATISH SINGH,M,35,GEN
SATISH SOREN,M,73,ST
SATISH TIWARI,M,39,GEN
SATISH VITTHAL NIKHAR,M,41,ST
SATISHREDDY,M,28,GEN
SATNAM SINGH,M,30,SC
SATNAM SINGH SON OF BALWANT SINGH,M,60,SC
SATNAM SINGH SON OF GURDEEP SINGH,M,29,SC
SATVEER,M,42,GEN
SATYA BRATA BANDYOPADHYAY,M,57,GEN
Satya Narayan Mehta,M,59,GEN
SATYA NARAYAN PASWAN,M,64,SC
SATYA NARAYAN RAM,M,65,SC
Satya Pal,M,75,GEN
SATYA PRAKASH NAYAK,M,51,GEN
SATYA RAM,M,54,GEN
Satyadev Pachauri,M,71,GEN
SATYAJIT DAS,M,35,SC
Satyam Yadav,M,30,GEN
SATYAPAL,M,62,SC
SATYAPAL BAUDDH,M,62,GEN
Satyapal Singh Baghel,M,58,SC
SATYAVIR SINGH,M,43,SC
SATYBIR SINGH,M,48,SC
SATYENDRA BAGHEL,M,28,GEN
SATYENDRA KUMAR,M,47,GEN
SATYENDRA KUMAR PASWAN,M,40,SC
Satyendra Kushwaha,M,33,GEN
Satyendra Nath Gaur,M,62,GEN
Saurabh,M,27,GEN
Saurabh Mishra,M,26,GEN
SAURABH RANJAN,M,33,GEN
Saurav Basu,M,36,GEN
SAURAV SAHA,M,37,GEN
SAVENDRA SINGH,M,51,GEN
Savita Ankush Aiwle,F,40,GEN
Savita Bhimrao Kadale,F,35,SC
Savita Meena,F,54,ST
SAVITRI BAI PHULE,F,38,SC
Sawant Chandrakant Parmeshwar,M,46,SC
Sayantan Basu,M,42,GEN
Sayyad Minhaj,M,44,GEN
Sayyad Mujammil Sayyad Jamil,M,27,GEN
Sayyad Raj Faiyaz,M,42,GEN
Sayyad Sultan Ladkhan,M,46,GEN
Sayyed Waseem Ali Nazir Ali,M,40,GEN
Sebastian Wayanad,M,50,GEN
Seeka Balraj Goud,M,46,GEN
SEEMA AJAY,F,25,SC
Seema Chauhan,F,30,GEN
SEETHALAKSHMI M K,F,43,GEN
Sekar.D,M,37,SC
SEKH FATIK,M,30,GEN
SEKHAR,M,31,GEN
SEKHAR MONDAL,M,46,GEN
SELJA,F,56,SC
SELLADURAI S,M,38,SC
SELVA PRAKASH R,M,50,GEN
SELVAGANESAN R,M,44,GEN
"SELVAKUMAR, M.",M,30,GEN
SELVAKUMAR. M,M,50,SC
Selvam D,M,41,GEN
"SELVAM, S.R.",M,65,GEN
Selvam.G,M,44,SC
SELVAM.S.K,M,57,GEN
Selvaraj K,M,44,SC
SELVARAJ K.R,M,63,GEN
SELVARAJ M,M,63,SC
"SELVARAJ,R .",M,63,GEN
"SELVIN, B.",M,41,GEN
"SENAI NATARAJAN, R.",M,46,GEN
SENAPATI MURMU,M,45,ST
SENGODI T,F,36,SC
SENJAM NANDESHWORE SINGH,M,60,GEN
SENJERAJA K N K,M,43,GEN
SENTHAMILSELVI.R,F,59,GEN
SENTHAMIZHAN G,M,55,GEN
SENTHAMIZHAN. S,M,39,GEN
SENTHIL KUMAR.C,M,42,GEN
SENTHILKUMAR K C,M,41,GEN
"SENTHILKUMAR, J.",M,48,GEN
"SENTHILKUMAR, S.",M,33,GEN
SENTHILMURUGAN S,M,50,GEN
"SENTHILVEL, A.",M,46,GEN
"Senthilvel, A.",M,44,GEN
SES RAM,M,48,SC
SEVAKRAM BANJARE,M,61,SC
SEVANTI DINESH BHABAR,F,41,ST
Sewa Ram Kasana,M,56,GEN
Shabana,F,31,GEN
SHABBIR BALMIKI,M,60,SC
SHABER AHMED,M,34,GEN
SHABNAM,F,28,GEN
Shadhik Batcha. A,M,48,GEN
SHAGUL HAMEED,M,59,GEN
Shahadev Mahadev Palve,M,35,GEN
Shahajahan Paigambar Shaikh,M,47,GEN
Shahajirao Dhondiba Thorat,M,55,SC
SHAHEEN,F,54,GEN
Shahenaz Begum Mohd Siraj Khan,F,43,GEN
SHAHID ALI,M,46,GEN
Shahid Farukh Shaikh,M,29,GEN
SHAHIN PRAVIN,F,28,GEN
Shahina Parveen Shakil Ahmed Khan,F,44,GEN
SHAHLA WAJID,F,42,GEN
SHAHNAJ BEE ANSARI,F,42,GEN
Shaik Jaleel,M,43,GEN
Shaik Mahaboob Basha (Mabu),M,35,GEN
Shaik Mastanvali,M,53,GEN
SHAIKH AABID HUSSAIN MOHAMMAD HANIF,M,46,GEN
Shaikh Abusalim Arunahak,M,57,GEN
Shaikh Javed Shaikh Mushtaq,M,43,GEN
Shaikh Kalim Abdul Latif,M,52,GEN
Shaikh Khaja Shaikh Kasim Kismatwala,M,42,GEN
Shaikh Raisa,F,45,GEN
Shaikh Sadek Shaikh Ibrahim,M,35,GEN
SHAIKH SAEED INAYAT PATRAKAR,M,25,GEN
SHAIKH SALIM SHAIKH IBRAHIM,M,45,GEN
Shaikh Yashid Shaikh Tayyab,M,34,GEN
SHAILAJA NAVAIKULAM,F,34,SC
Shailendra Chaudhari,M,41,SC
SHAILENDRA DIWAN CHANDARBHAN SINGH,M,39,GEN
SHAILENDRA KUMAR,M,44,SC
SHAILENDRA KUMAR,M,40,SC
SHAILENDRA KUMAR JAISWAL,M,49,GEN
SHAILENDRA KUMAR PASI,M,61,SC
Shailendra Patel,M,40,GEN
SHAILENDRA RAMAKANT VEER,M,44,GEN
Shailendra Rameshchandra Patel,M,43,GEN
SHAILENDRA SHARMA,M,40,GEN
SHAILESH KUMAR,M,42,SC
SHAILESH KUMAR ALIAS VULO MANDAL,M,43,GEN
Shailesh Kumar Singh,M,49,ST
Shailesh Kushwaha,M,41,GEN
Shailesh Sambhaji Janbandhu,M,44,SC
SHAJAHAN ABDULKHADAR,M,54,GEN
SHAJAHAN SHEIKH,M,49,GEN
SHAJI V,M,41,GEN
Shakeel Ahmad Abdulsattar Dodwad,M,37,GEN
Shakti Kumar,M,27,GEN
Shakuntala Mariya Kushalkar,F,47,GEN
SHAKUNTALA MISHRA,F,53,GEN
SHALIGRAM MAKODIYA,M,60,SC
SHALINI YADAV,F,47,GEN
SHAM LAL GANDHIWADI,M,36,SC
SHAMBHU,M,41,GEN
SHAMBHU DAYAL DOHARE,M,61,SC
Shambhu Kumar Singh,M,41,GEN
SHAMBHU PRASAD SHARMA,M,74,GEN
Shambhu Ram,M,34,GEN
Shamim Alam,M,51,GEN
Shamim Khan,M,49,GEN
SHAMIMUL ISLAM,M,42,GEN
SHAMPA SIL,F,41,GEN
SHAMS KHWAJA,M,58,GEN
SHAMSHER SINGH,M,54,GEN
SHAMSHER SINGH,M,37,GEN
SHAMSHER SINGH,M,45,GEN
Shamshuddin,M,73,GEN
Shankar (dada) Mane,M,31,SC
SHANKAR DAS,M,60,GEN
SHANKAR JADHAV,M,58,SC
Shankar Lal,M,50,SC
Shankar Lal Vardani,M,54,GEN
SHANKAR LALWANI,M,57,GEN
Shankar Mahto,M,46,GEN
Shankar Pandey,M,37,GEN
Shankar Pandurang Gaikwad,M,33,GEN
SHANKAR PUNNAPPA CHAUGALE,M,64,GEN
Shankar Sonawane,M,51,GEN
SHANKERLAL,M,45,ST
SHANKHA SINHA,M,46,GEN
"SHANMUGA PRABU,K.",M,35,GEN
SHANMUGA SUNDARAM. K,M,49,GEN
SHANMUGA SUNDARAM. K.N.,M,60,GEN
SHANMUGA SUNDARAM. V,M,41,GEN
SHANMUGAM. M,M,50,GEN
SHANMUGHAM V,M,74,GEN
SHANTANU THAKUR,M,37,SC
"SHANTHI, K.",F,36,GEN
SHANTI KUMAR RATRE,M,39,SC
Shanti Prasad Bhatt,M,53,GEN
SHANTILAL S/O AASHARAM SAHITE,M,42,ST
Sharad Chand Jain,M,54,GEN
Sharad Damu Dhanrao,M,40,SC
SHARAD GANDGE,M,46,GEN
Sharad Gorakh Bhamre (Sutar),M,32,GEN
SHARAD KUMAR,M,34,SC
Sharad Yadav,M,71,GEN
SHARADA PARSAD PATEL,M,71,GEN
SHARDABEN ANILBHAI PATEL,F,71,GEN
SHAREEF KHAN,M,39,ST
SHARESTHA ARORA,F,42,GEN
Sharfudeen S,M,40,GEN
Sharma Brijesh Kumar Ujagarlal,M,38,GEN
SHARMA RAJMAL MOHANLAL (GABBAR),M,37,GEN
SHARMILA JOHARI,F,38,SC
SHARVAN KUMAR PANNA,M,40,ST
SHARWAN KUMAR,M,33,SC
SHARWAN KUMAR S/O GOKAL RAM,M,64,GEN
SHARWAN KUMAR S/O HUKMA RAM,M,47,GEN
SHASHANK SINGH BAGHEL,M,26,GEN
SHASHI,F,59,GEN
SHASHI BHARAT BHUSHAN,M,54,GEN
SHASHI JEET,M,43,SC
Shashi Kumar,M,33,GEN
Shashi Kumar,M,50,GEN
Shashi Kumar Singh,M,70,GEN
Shashikant Kundalik Kadam,M,45,GEN
Shashikant Rajaram Desai,M,48,GEN
SHASHIKANT SINGH,M,41,GEN
SHASHIKUMAR R N,M,29,SC
SHASHIKUMAR.S.GOWDA,M,37,GEN
SHASHWAT KEDAR,M,32,GEN
Shatrohan Lal Rawat,M,51,SC
SHATRUGHAN SINHA,M,73,GEN
Shatrughna Tiwari,M,59,GEN
Shatrunjai Pratap Singh,M,46,GEN
SHAUKAT ALI,M,52,GEN
SHAYAM NARAYN BHUIAN,M,61,SC
Shazad Shabnam,M,27,GEN
Shedmake Namdeo Manikrao,M,50,ST
SHEELA SHEKHAWAT,F,31,GEN
Sheetaltai Sasane,F,34,GEN
SHEFKAT TAKI,M,40,GEN
Shehbaj Rathod,M,48,GEN
SHEIK MOHAMED @ DHEHLAN BAQAVI,M,48,GEN
Sheikh Khalid Jehangir,M,43,GEN
Sheikh Salmabanu Mohammad Salim,F,37,GEN
SHEILA DIKSHIT,F,81,GEN
SHEKAR HAVANJE,M,44,SC
SHEKARA NAIK,M,63,SC
Shekh Akhir Uddin,M,54,GEN
SHEKH HAMID RAMJAN,M,57,GEN
Shekh Seraj,M,25,GEN
SHEKH SHAHINBANU MOLANA MUSTAK,F,35,GEN
Sheo Shankar,M,61,SC
Sheojee Ram,M,44,SC
SHER AFGAN,M,44,GEN
SHER SINGH GHUBAYA,M,56,SC
Sherkhan Abdulsakur Pathan,M,37,GEN
SHERSINGH UPADHAYA,M,51,GEN
SHESHMANI MAURYA,M,39,GEN
SHESHNATH TIWARI,M,65,GEN
Sheshraj,M,69,GEN
SHIBU PARAKKADAVAN,M,46,GEN
Shibu Singh,M,46,GEN
SHIBU SOREN,M,72,ST
Shijo M Varghese,M,34,GEN
Shinde Chandraparkash Ganpatrao,M,63,SC
SHINDE SUSHILKUMAR SAMBHAJIRAO,M,77,SC
SHIRAZ RAHAT KHAN,M,44,GEN
SHISH PAL SINGH,M,64,SC
Shishupal Singh,M,46,GEN
Shiv Brat Singh,M,53,GEN
SHIV CHANDRA RAM,M,49,SC
SHIV CHARAN,M,30,GEN
Shiv das Singh,M,81,GEN
Shiv Dutt Shukla,M,49,GEN
Shiv Kumar,M,41,GEN
SHIV KUMAR,M,49,GEN
SHIV KUMAR,M,45,GEN
SHIV KUMAR CHAUDHARY,M,55,GEN
SHIV KUMAR MISHRA,M,50,GEN
SHIV KUMAR SINGH,M,43,GEN
SHIV LAL THAKUR,M,64,GEN
SHIV Nandan Singh,M,44,GEN
SHIV NARAYAN,M,47,SC
Shiv Narayan,M,36,SC
Shiv Narayan Singh,M,47,GEN
Shiv Prasad,M,63,GEN
Shiv shakti Monu,M,34,GEN
Shiva Bihari Singhania,M,49,GEN
SHIVA KRISHNAMURTHY IYER,M,57,GEN
Shiva Manjesh K.S.,M,28,GEN
Shivaji (Nana) Rambhau Nandkhile,M,59,GEN
Shivaji Narayanrao Kavthekar,M,55,GEN
Shivajirao Uttamrao Pawar,M,31,GEN
Shivam Kushwaha,M,27,GEN
Shivanand Ashokrao Deshmukh,M,30,GEN
SHIVAPUTRAPPA. GUMAGERA,M,49,SC
SHIVARAJ NARAYAN PATIL,M,54,GEN
SHIVARAJ TIMMANNA BOKKE,M,66,GEN
Shivarajkumar Ajjappa Talawar,M,29,ST
Shivbhagwan Sardiwal,M,42,GEN
Shive Kumar,M,68,SC
Shivkanya Kushwaha,F,52,GEN
Shivlal Gurjar,M,38,GEN
SHIVLAL GURJAR,M,40,GEN
SHIVNANDAN,M,52,SC
SHIVNANDAN MANDAL,M,81,GEN
SHIVNATH SAW,M,33,GEN
Shivnath Vithoba Kasar,M,53,GEN
Shivpal Singh Yadav,M,64,GEN
Shivratri,M,67,GEN
Shivsharan,M,47,GEN
SHIWANI KANT,F,32,SC
SHIYANAND TYAGI,M,55,GEN
SHOBANA S,F,37,GEN
Shobha Devi,F,42,GEN
Shobha Devi,F,32,GEN
SHOBHA KARANDLAJE,F,52,GEN
SHOBHA RAM NIRMAL,M,71,SC
SHOBHA SOREN,F,28,GEN
Shobha Valmiki,M,72,SC
Shobhal Singh,F,39,GEN
Shoma Ranisree Roy,F,40,GEN
Showkat Hussain Khan,M,37,GEN
SHRAVAN KUMAR AGARWAL,M,65,GEN
SHRAVAN KUMAR PAL,M,55,SC
"Shrawan Kumar Dwivedi ""Samajwadi""",M,41,GEN
SHRAWAN KUMAR RAVI,M,37,SC
Shree Diganta Kumar Saikia,M,48,GEN
SHREEBHAGWAN SHARMA,M,44,GEN
Shri Krishna,M,56,GEN
SHRI LAL MARKAM (BADE SHRI),M,30,ST
SHRI SURENDRA,M,39,SC
Shri. Gautamraj Hindustani,M,50,GEN
SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,M,63,SC
SHRIDHAR JAKHUJI DAREKAR,M,64,GEN
SHRIDHAR NARAYAN SALVE,M,47,SC
SHRIKANT BALKRISHNA KADAM,M,31,SC
Shrikant Suburao Shinde,M,34,GEN
Shrikant Ulhasrao Raibole,M,31,SC
Shrikrishna Verma,M,34,GEN
SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,M,53,GEN
SHRIMANT MURALIDHAR MASKE,M,49,SC
SHRIMANTH ARJUN YEVATE PATIL,M,67,GEN
SHRIMATI HEMLATA PATHAK,F,25,GEN
SHRIMATI MANISHA VAID,F,45,GEN
SHRINIK ANNASAHEB JANGATE,M,40,GEN
SHRIPAD YESSO NAIK,M,66,GEN
Shripal Singh,M,46,GEN
Shripal Verma,M,60,SC
SHRIPRAKASH SHUKLA,M,48,GEN
"Shriram Nagar ""Shikshak""",M,59,SC
SHRIRAM SINGH GAUR,M,61,GEN
SHRIRANG APPA CHANDU BARNE,M,55,GEN
SHRIVENKATESHWAR MAHA SWAMIJI (KATAKADHOND D.G),M,31,SC
SHRIVENKATESWAR MAHA SWAMIJI (KATAKDHOND. D. G.),M,31,SC
SHRUTHI BANGARU ALIAS BANGARU SHRUTHI,F,43,SC
Shruti Agrawal,F,34,GEN
Shruti Choudhry,F,43,GEN
SHRUTI DEVI VYRICHERLA,F,46,ST
SHUBHAM KUMAR,M,25,SC
SHUBHAM VIKRANT SHELKE,M,25,GEN
SHUBHANGI VIDYASAGAR CHAVAN ,F,43,GEN
SHUBHASH KUMAR THAKUR,M,32,GEN
Shuchita Kumar,F,60,GEN
Shukal Murmu,M,50,ST
SHUKHDEV DAHIYA,M,56,SC
SHUKUR ALI,M,25,GEN
Shuvadip Datta,M,52,GEN
Shyam Deo Kurmi,M,66,GEN
SHYAM KUMAR,M,38,SC
Shyam Lal Vaishya,M,47,GEN
SHYAM PRASAD RAM,M,45,SC
SHYAM SINGH,M,44,SC
SHYAM SINGH YADAV,M,65,GEN
Shyam Sundar Singh,M,59,GEN
SHYAMA CHARAN GUPTA,M,74,GEN
Shyamacharan,M,42,SC
SHYAMAL KUMAR PALIT,M,42,GEN
SHYAMAL SANTRA,M,39,SC
SHYAMAPRASAD HALDER,M,46,SC
SHYAMLAL,M,32,GEN
Shyamnarayan Yadav,M,49,GEN
SHYAMVIR,M,39,GEN
SHYLESH NAZARE ASHOK,M,48,GEN
SHYOPAT RAM,M,40,SC
SIBI CHAKKARAVARTHY,M,28,GEN
SIBIL KANDULNA,F,64,ST
Siby Vayalil,M,48,GEN
SIDDA RAGHAVA RAO,M,61,GEN
SIDDAPPA B H,M,64,GEN
SIDDAPPA. KALLAPPA. POOJAR,M,37,GEN
SIDDARAMEGOWDA T. B.,M,52,GEN
SIDDHANT GAUTAM,M,52,SC
SIDDHARTH ASARAM KURVE,M,60,SC
SIDDHARTH GAUTAM,M,33,GEN
"SIDDHARTH TIWARI ""RAJ""",M,34,GEN
SIDDHARTHA MAJUMDAR,M,37,SC
SIDDHRAM LAHARE,M,44,SC
Sidharthashankar Naskar,M,50,SC
SIDHESHWAR SINGH,M,72,GEN
"SILAMBARASAN, P.",M,32,SC
SILAMBARASAN.C,M,32,SC
Sim Khirid,M,45,GEN
SIMAL SAREN,M,33,ST
SIMANTA MONDAL,M,44,SC
SIMARJEET SINGH BAINS,M,48,GEN
Simmi Suman,F,32,GEN
Simpal Rajkumar Rathod,F,42,GEN
SIMRANJIT SINGH MANN,M,74,GEN
Sindha Kiritsinh Alias Jalamsinh Nathubava,M,40,GEN
SINDHI MAHEBUBKHAN YUSUFKHAN (VAKIL),M,44,GEN
SINGADURAI.R,M,28,GEN
Singapaka Lingam,M,44,SC
Singarajan S P,M,55,GEN
Siraskar Baliram Bhagwan,M,57,GEN
Sirsath Sham,M,31,GEN
SISIR SAMANTA,M,59,GEN
SITA,F,55,SC
SITA CHAUHAN,F,30,SC
Sita Devi,F,52,SC
SITA SARAN SEN,M,40,GEN
SITAPARA SAGARBHAI BHURABHAI,M,41,GEN
Sitaram Baga Wagh,M,47,GEN
Siva Kumar P,M,49,GEN
"SIVA, V.",M,33,GEN
SIVAGURURAJ T,M,26,GEN
SIVAJAYAPRAKASH.S,M,69,SC
SIVAJOTHI M,M,35,SC
SIVAKUMAR P,M,44,SC
Sivakumar V,M,38,GEN
"SIVAMUNIYANDI, A.",M,37,SC
SIVANANDHAM. C.,M,39,SC
"SIVANESWARAN, J.",M,30,GEN
"SIVAPATHY, N.R",M,55,GEN
SIVAPRAKASH K,M,40,SC
SIVARAJEE S,M,54,SC
SIVARAMAN.S,M,40,GEN
Sivaranjani.D,F,26,SC
SIVASANKAR S,M,37,SC
SIYASHARAN KEVAT,M,63,GEN
Sk Ibrahim Ali,M,31,GEN
Sk. Riyaz,M,31,GEN
Smriti Irani,F,43,GEN
SMT KRISHNA PATEL,F,62,GEN
SNEHA (SAGAR) NIVRUTTI KALE,M,27,GEN
SOBHASURENDRAN,F,49,GEN
SOBRAN SINGH,M,60,GEN
SOBRAN SINGH CHAUHAN,M,63,GEN
Social Worker Gajanan Onkar Harne (Anna),M,50,GEN
Sodhi Vikram Singh,M,62,GEN
